name,address,website,phone_number,reviews_count,reviews_average,category,subcategory,city,state,area
OMSAI GIFT AND NOVELTY,"University Rd, opposite Shree ram bags, Panchayat Chowk, Shakti Nagar, Rajkot, Gujarat 360005",,078787 32009,,4.4,shop,,rajkot,gujarat,"University Rd, opposite Shree ram bags"
SOMNATH DRYFRUITS - A DRYFRUITS SHOP RAJKOT,"under jivraj hospital, Gayatri Nagar Main Rd, Gopal Nagar, Bhakti Nagar, Rajkot, Gujarat 360002",,063587 77773,,4.8,shop,,rajkot,gujarat,"under jivraj hospital, Gayatri Nagar Main Rd"
new royal pet shop,"L,19, 20Akshardham complex, parevdi chowk, Bedipara, Ranchhod Nagar, Rajkot, Gujarat 360003",,079844 22731,,4.5,shop,,rajkot,gujarat,"L,19"
"Greenfibre Menswear Store - Yagnik Road, Rajkot","Shop No 1-2, Business Terminal, Dr Yagnik Rd, opposite Ramakrishna Ashram, Jagnath Plot, Rajkot, Gujarat 360001",stores.greenfibre.com,095106 63652,,4.0,shop,,rajkot,gujarat,"Shop No 1-2, Business Terminal"
Meena Bazar,"7RW3+GRP Sanganwa Chowk, Sir Lakhajiraj Rd, Java Nagar, Lohana Para, Rajkot, Gujarat 360001",,,,3.6,shop,,rajkot,gujarat,"7RW3+GRP Sanganwa Chowk, Sir Lakhajiraj Rd"
"Poojara Telecom, Post Office store - Rajkot","opposite Kings Plaza, Astron Chowk, Sardarnagar, Rajkot, Gujarat 360001",poojaratele.com,087992 87982,,4.9,shop,,rajkot,gujarat,"opposite Kings Plaza, Astron Chowk"
Komal's Gift Shop,"Bhakti Nagar Cir, Lakshmiwadi, Bhakti Nagar, Rajkot, Gujarat 360002",,082004 83872,,3.8,shop,,rajkot,gujarat,"Bhakti Nagar Cir, Lakshmiwadi"
Khodiyar Department Store,"Sri Nath Society, Uday Nagar, Rajkot, Gujarat 360004",kishanlakkad.wordpress.com,098253 31430,,4.0,shop,,rajkot,gujarat,"Sri Nath Society, Uday Nagar"
Prayosha Jewellers,"University Road, Kotecha Cir, Jala Ram Nagar, Rajkot, Gujarat 360005",,,,4.3,shop,,rajkot,gujarat,"University Road, Kotecha Cir"
Shayona Selection,"University Road, Kotecha Cir, Jala Ram Nagar, Rajkot, Gujarat 360005",,,,4.3,shop,,rajkot,gujarat,"University Road, Kotecha Cir"
"Theobroma Bakery and Cake Shop - Rajkot, Gujarat","001, Space Odyssey, 150 Feet Ring Rd, near KKV Chowk, Bharatvan Society, Nalanda Society, Rajkot, Gujarat 360005",order.theobroma.in,081828 81881,,3.7,shop,,rajkot,gujarat,"001, Space Odyssey"
